FIPS_Code,State,Area_name,Unemployment_rate_2020,Metropolitan Area,State,Q4 2020 Price,"Percent of adults with a bachelor's degree or higher, 2015-19",Estimate!!Median gross rent --!!Total:,preciptition avg (inches) last 12 months,preciptition avg (inches) last 100 years,sunlight (kj / sq m),avg daily max temp in summer,avg daily max heat index in summer,avg daily max temp in winter,Politics - % democrat 2020,Politics - % republican 2020,Tax burden,2015-2019 Estimates!!SEX AND AGE!!Total population!!Median age (years),Mean education public school test scores - Ordinary Least Squares (OLS) estimate,Mean education public school  Test scores - Empirical Bayes (EB) estimate,is_coastal,is_mountainous,weather_buckets,Civilian_labor_force_2020,2_hours_major_airport
51181,VA,"Surry County, VA",5.7,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Virginia,209110,20.61793137,903,69.14,44.52,16090.58,84.08,91.4775,51.1125,54%,45%,7.86%,49.8,-0.08441729646,-0.08053839205,Within 1 hour,1-3 hours,"Medium Sun, medium rain","3,603",FALSE
22085,LA,"Sabine Parish, LA",5.5,LA NONMETROPOLITAN AREA,Louisiana,96622,13.32206059,583,69.14,51.78,17270.73,89.9825,97.1675,62.61,16%,83%,8.82%,41.1,-0.2586708643,-0.2581165108,1-3 hours,Not near mountains,"Lots of sun, medium rain","9,236",FALSE
5025,AR,"Cleveland County, AR",6.1,"Pine Bluff, AR MSA",Arkansas,99698,16.24846458,630,69.20,51.62,16798.57,89.96,96.9275,56.43,18%,80%,8.80%,42.9,-0.1447925007,-0.1446968269,Not near the coast,1-3 hours,"Lots of sun, medium rain","3,203",FALSE
13111,GA,"Fannin County, GA",4.7,GA NONMETROPOLITAN AREA,Georgia,210816,21.77489471,794,69.27,60.04,16042.46,78.945,86.55,48.885,17%,82%,7.91%,52.1,-0.002153003079,-0.002281300289,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","11,066",TRUE
22101,LA,"St. Mary Parish, LA",9.2,LA NONMETROPOLITAN AREA,Louisiana,109532,10.23181725,781,69.28,60.07,17757.58,87.6875,96.695,65.7575,35%,64%,8.82%,39,-0.1806432801,-0.1805321071,Within 1 hour,Not near mountains,"Lots of sun, medium rain","19,516",TRUE
28035,MS,"Forrest County, MS",8.0,"Hattiesburg, MS MSA",Mississippi,120733,27.76686096,773,69.68,59.86,17354.66,88.265,95.6775,62.755,43%,55%,8.99%,32.5,-0.1983484926,-0.1980522178,1-3 hours,Not near mountains,"Lots of sun, medium rain","32,983",FALSE
5097,AR,"Montgomery County, AR",6.8,AR NONMETROPOLITAN AREA,Arkansas,107751,13.48885918,509,69.80,52.48,16350.67,86.62,93.5975,54.1425,19%,79%,8.80%,50.4,-0.1581373107,-0.1580165249,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","2,981",FALSE
48351,TX,"Newton County, TX",11.0,TX NONMETROPOLITAN AREA,Texas,85757,9.735234261,699,69.87,55.55,17319.4,89.5475,97.65,64.0025,19%,80%,8.19%,44.3,-0.2794607049,-0.2784990043,1-3 hours,Not near mountains,"Lots of sun, medium rain","5,054",FALSE
1053,AL,"Escambia County, AL",6.0,AL NONMETROPOLITAN AREA,Alabama,104416,12.46761322,616,69.94,60.53,17353.24,87.7575,94.86,62.72,31%,68%,7.45%,40,-0.2377273911,-0.2375204284,1-3 hours,Not near mountains,"Lots of sun, medium rain","14,453",FALSE
12013,FL,"Calhoun County, FL",5.2,FL NONMETROPOLITAN AREA,Florida,89891,9.511592865,596,69.95,58.16,17609.41,88.57,95.7475,65.05,19%,81%,6.97%,41.6,0.1629920046,0.1626079231,Within 1 hour,Not near mountains,"Lots of sun, medium rain","4,754",FALSE
28061,MS,"Jasper County, MS",8.9,MS NONMETROPOLITAN AREA,Mississippi,81897,15.07705879,578,70.21,57.89,17249.57,87.67,94.545,59.7375,50%,49%,8.99%,41,-0.3380768208,-0.3372582865,1-3 hours,Not near mountains,"Lots of sun, medium rain","6,094",FALSE
5073,AR,"Lafayette County, AR",7.6,AR NONMETROPOLITAN AREA,Arkansas,67711,15.80664921,473,70.22,49.95,16940.63,90.345,97.3675,59.155,31%,66%,8.80%,47,-0.3602321657,-0.3588844446,Not near the coast,1-3 hours,"Lots of sun, medium rain","2,421",FALSE
51670,VA,"Hopewell city, VA",10.7,"Richmond, VA MSA",Virginia,129868,14.80808067,886,70.26,43.19,16055.67,84.64,91.61,50.755,56%,42%,7.86%,36.2,-0.2932614818,-0.2910413751,Not near the coast,1-3 hours,"Medium Sun, medium rain","9,811",FALSE
1097,AL,"Mobile County, AL",7.9,"Mobile, AL MSA",Alabama,146292,23.1994915,853,70.27,62.69,17732.05,87.835,95.46,63.7325,43%,55%,7.45%,37.9,-0.2421468845,-0.2420510562,Within 1 hour,Not near mountains,"Lots of sun, medium rain","190,882",FALSE
28029,MS,"Copiah County, MS",8.3,"Jackson, MS MSA",Mississippi,97354,14.54314899,733,70.30,55.58,17184.72,88.315,95.4525,60.86,50%,49%,8.99%,38.5,-0.5997586837,-0.5986556509,1-3 hours,Not near mountains,"Lots of sun, medium rain","10,759",FALSE
22069,LA,"Natchitoches Parish, LA",6.8,LA NONMETROPOLITAN AREA,Louisiana,140783,19.04948235,713,70.62,53.00,17233.25,90.2425,97.62,62.375,42%,57%,8.82%,33.7,-0.4190119247,-0.4182708221,1-3 hours,Not near mountains,"Lots of sun, medium rain","16,129",FALSE
13187,GA,"Lumpkin County, GA",4.8,GA NONMETROPOLITAN AREA,Georgia,198026,26.39956856,891,70.68,62.68,16528.4,80.63,87.9925,50.7625,20%,78%,7.91%,37,0.1044533803,0.1040986683,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","16,463",TRUE
28073,MS,"Lamar County, MS",6.0,"Hattiesburg, MS MSA",Mississippi,184951,34.10220337,927,70.75,60.12,17323.28,87.94,95.145,62.305,26%,73%,8.99%,35.9,0.01585768893,0.01579889093,1-3 hours,Not near mountains,"Lots of sun, medium rain","30,544",FALSE
28023,MS,"Clarke County, MS",8.4,MS NONMETROPOLITAN AREA,Mississippi,88013,12.47361183,669,70.87,57.66,17338.43,87.825,94.96,60.1375,34%,65%,8.99%,42.2,-0.2398092057,-0.2393935212,1-3 hours,Not near mountains,"Lots of sun, medium rain","5,846",FALSE
48403,TX,"Sabine County, TX",10.8,TX NONMETROPOLITAN AREA,Texas,122827,17.58325005,566,70.88,52.09,17465.03,90.2125,97.405,63.1225,12%,87%,8.19%,53,-0.2211454394,-0.2210536491,1-3 hours,Not near mountains,"Lots of sun, medium rain","3,923",FALSE
28067,MS,"Jones County, MS",7.1,MS NONMETROPOLITAN AREA,Mississippi,108746,20.77592468,690,70.88,58.26,17339.58,88.3075,95.5825,61.63,28%,71%,8.99%,37.5,-0.280659222,-0.2802605108,1-3 hours,Not near mountains,"Lots of sun, medium rain","25,621",FALSE
37043,NC,"Clay County, NC",7.4,NC NONMETROPOLITAN AREA,North Carolina,191695,23.68672371,736,70.88,61.45,16091.45,76.6025,85.5875,48.3425,25%,74%,8.07%,52.2,0.00846388509,0.00810552153,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","4,079",FALSE
1129,AL,"Washington County, AL",8.0,AL NONMETROPOLITAN AREA,Alabama,93596,12.6652565,730,70.89,59.84,17461.07,88.4125,95.8725,62.3825,25%,74%,7.45%,43.7,-0.4419953752,-0.441757257,1-3 hours,Not near mountains,"Lots of sun, medium rain","6,729",FALSE
53069,WA,"Wahkiakum County, WA",8.8,WA NONMETROPOLITAN AREA,Washington,238797,19.38713646,760,70.94,83.15,13728.48,68.35,85.0775,48.2175,39%,58%,8.34%,#N/A,0.02961226343,0.03129561251,Within 1 hour,Less than 1 hour,Dark and rainy,"1,409",TRUE
13281,GA,"Towns County, GA",6.7,GA NONMETROPOLITAN AREA,Georgia,245668,30.06836319,717,70.99,62.91,16381.64,76.695,85.3325,48.1225,19%,80%,7.91%,54,0.06745094806,0.0669608268,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","3,841",FALSE
12005,FL,"Bay County, FL",6.1,"Panama City-Lynn Haven, FL MSA",Florida,215587,23.71805763,1049,71.01,58.55,17953.44,87.8675,95.2025,64.995,28%,71%,6.97%,39.8,0.08371877055,0.08360653759,Within 1 hour,Not near mountains,"Lots of sun, medium rain","82,763",FALSE
22025,LA,"Catahoula Parish, LA",7.1,LA NONMETROPOLITAN AREA,Louisiana,91192,13.7667017,443,71.23,55.73,17405.71,90.6425,98.175,62.475,26%,73%,8.82%,38.1,-0.274970688,-0.2742470431,1-3 hours,Not near mountains,"Lots of sun, medium rain","3,495",FALSE
5109,AR,"Pike County, AR",5.9,AR NONMETROPOLITAN AREA,Arkansas,88989,17.2890358,601,71.24,52.95,16489.43,88.05,95.2275,55.96,15%,83%,8.80%,43.1,-0.2760782742,-0.2755897513,Not near the coast,1-3 hours,"Medium Sun, medium rain","4,272",FALSE
28063,MS,"Jefferson County, MS",18.4,MS NONMETROPOLITAN AREA,Mississippi,65725,15.90534973,404,71.31,56.15,17262.32,89.125,96.355,61.45,85%,14%,8.99%,40.5,-0.7695417273,-0.7678574201,1-3 hours,Not near mountains,"Lots of sun, medium rain","1,989",FALSE
13291,GA,"Union County, GA",4.4,GA NONMETROPOLITAN AREA,Georgia,209430,22.52162933,780,71.32,60.89,16160.1,77.7675,85.9725,48.51,18%,81%,7.91%,54.3,0.2252250173,0.224715428,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","10,464",TRUE
12037,FL,"Franklin County, FL",5.4,FL NONMETROPOLITAN AREA,Florida,175552,18.76575661,802,71.42,58.31,19847.26,86.8,94.6825,65.1925,31%,68%,6.97%,46.4,-0.1394500672,-0.1374899646,Within 1 hour,Not near mountains,"Lots of sun, medium rain","4,681",FALSE
13311,GA,"White County, GA",4.4,GA NONMETROPOLITAN AREA,Georgia,187901,22.74635124,827,71.44,64.00,16658.42,80.905,87.9,51.1275,16%,82%,7.91%,46.1,0.08656437955,0.08632515847,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","16,197",TRUE
1069,AL,"Houston County, AL",5.4,"Dothan, AL MSA",Alabama,161903,21.70667267,754,71.48,54.21,17496.7,88.8225,95.365,63.42,28%,71%,7.45%,40.1,-0.1323736881,-0.1323814868,1-3 hours,Not near mountains,"Lots of sun, medium rain","46,358",FALSE
12063,FL,"Jackson County, FL",5.4,FL NONMETROPOLITAN AREA,Florida,104697,12.58334732,656,71.52,54.72,17586.08,88.975,95.9775,64.4525,30%,69%,6.97%,41.7,0.09217360495,0.09212932326,1-3 hours,Not near mountains,"Lots of sun, medium rain","17,231",FALSE
12045,FL,"Gulf County, FL",5.9,FL NONMETROPOLITAN AREA,Florida,169947,19.2404213,1037,71.57,58.55,18811.22,88.04,95.555,66.0225,24%,75%,6.97%,44.9,0.06658823669,0.06635955228,Within 1 hour,Not near mountains,"Lots of sun, medium rain","5,022",FALSE
22039,LA,"Evangeline Parish, LA",7.7,LA NONMETROPOLITAN AREA,Louisiana,98979,11.63578129,577,71.86,58.98,17432.29,89.2525,97.9425,63.5275,27%,72%,8.82%,35.7,-0.2145882946,-0.2143691146,1-3 hours,Not near mountains,"Lots of sun, medium rain","11,933",FALSE
53073,WA,"Whatcom County, WA",9.3,"Bellingham, WA MSA",Washington,427092,34.26172638,1060,71.89,68.35,13754.14,62.4475,83.42,36.845,60%,36%,8.34%,37.3,0.1181356865,0.1184496862,Within 1 hour,Less than 1 hour,Dark and rainy,"114,716",TRUE
53015,WA,"Cowlitz County, WA",9.3,"Longview, WA MSA",Washington,305741,16.99772453,854,72.56,76.63,13699.27,68.6025,85.165,45.5075,40%,57%,8.34%,41.3,-0.1176809909,-0.1168230831,1-3 hours,Less than 1 hour,Dark and rainy,"48,522",TRUE
1061,AL,"Geneva County, AL",4.1,"Dothan, AL MSA",Alabama,104987,12.49196148,625,72.71,57.26,17468.74,88.6475,95.2625,63.2175,13%,86%,7.45%,43.2,-0.2802313706,-0.2798051345,1-3 hours,Not near mountains,"Lots of sun, medium rain","10,835",FALSE
22045,LA,"Iberia Parish, LA",9.4,LA NONMETROPOLITAN AREA,Louisiana,118447,13.56570053,768,72.91,58.64,17749.25,87.2,96.3025,64.77,34%,65%,8.82%,36.5,-0.2260105423,-0.2258046242,Within 1 hour,Not near mountains,"Lots of sun, medium rain","27,907",TRUE
12133,FL,"Washington County, FL",5.8,FL NONMETROPOLITAN AREA,Florida,119714,12.51607895,717,73.10,57.38,17556.85,88.92,95.865,64.7325,19%,80%,6.97%,41.5,-0.001041547565,-0.0009103611661,Within 1 hour,Not near mountains,"Lots of sun, medium rain","9,478",FALSE
1003,AL,"Baldwin County, AL",5.6,AL NONMETROPOLITAN AREA,Alabama,234357,31.86245918,1020,73.21,62.08,17660.59,86.9625,94.805,63.445,22%,76%,7.45%,43,-0.005901211561,-0.006114140419,Within 1 hour,Not near mountains,"Lots of sun, medium rain","96,763",FALSE
28111,MS,"Perry County, MS",8.7,"Hattiesburg, MS MSA",Mississippi,90238,10.73087311,608,74.39,60.92,17384,88.345,95.845,63,23%,76%,8.99%,41.9,-0.3603438483,-0.3596398793,1-3 hours,Not near mountains,"Lots of sun, medium rain","4,245",FALSE
2261,AK,"Valdez-Cordova Census Area, AK",8.7,AK NONMETROPOLITAN AREA,Alaska,229757,30.83333397,1067,74.44,77.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.10%,38.1,0.04413661976,0.0476981333,Not near the coast,Not near mountains,Unknown,"4,522",FALSE
28059,MS,"Jackson County, MS",9.5,"Pascagoula, MS MSA",Mississippi,,21.08975983,879,74.68,62.86,17769.89,87.6675,95.7575,64.235,32%,67%,8.99%,38.8,-0.1284477856,-0.1283042822,Within 1 hour,Not near mountains,"Lots of sun, medium rain","58,435",FALSE
28039,MS,"George County, MS",9.1,"Pascagoula, MS MSA",Mississippi,,13.77560806,764,75.05,63.84,17309.71,88.2125,95.8025,63.625,11%,88%,8.99%,36.4,-0.1871946504,-0.187227054,1-3 hours,Not near mountains,"Lots of sun, medium rain","9,013",FALSE
37099,NC,"Jackson County, NC",7.6,NC NONMETROPOLITAN AREA,North Carolina,208494,30.36912727,739,75.11,62.98,16192.52,74.1125,84.5625,46.08,45%,53%,8.07%,37.7,-0.001856211718,-0.002051002709,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","19,785",FALSE
22007,LA,"Assumption Parish, LA",10.1,LA NONMETROPOLITAN AREA,Louisiana,121520,9.589306831,797,75.21,61.28,17345.58,88.41,97.3625,66.21,34%,65%,8.82%,40.9,-0.2959933961,-0.2955261016,Within 1 hour,Not near mountains,"Lots of sun, medium rain","8,822",TRUE
37113,NC,"Macon County, NC",6.7,NC NONMETROPOLITAN AREA,North Carolina,176066,23.80788994,756,75.26,63.62,16279.46,74.2475,84.7275,46.27,30%,69%,8.07%,50.1,0.03240253786,0.03234640267,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","15,449",FALSE
12059,FL,"Holmes County, FL",5.5,FL NONMETROPOLITAN AREA,Florida,98034,10.71732998,703,75.29,57.73,17548.85,88.9975,95.825,64.3025,10%,89%,6.97%,42.7,-0.07038220596,-0.07032053322,1-3 hours,Not near mountains,"Lots of sun, medium rain","6,850",FALSE
22029,LA,"Concordia Parish, LA",8.1,LA NONMETROPOLITAN AREA,Louisiana,82585,14.07814503,636,75.36,56.28,17411.48,90.6,98.2275,62.7425,36%,63%,8.82%,37.7,-0.4307074654,-0.4298990639,1-3 hours,Not near mountains,"Lots of sun, medium rain","6,949",FALSE
28091,MS,"Marion County, MS",7.1,MS NONMETROPOLITAN AREA,Mississippi,92263,12.32464886,605,75.51,60.10,17339.97,88.14,95.6175,62.3375,31%,68%,8.99%,40.8,-0.3584430467,-0.3577402198,1-3 hours,Not near mountains,"Lots of sun, medium rain","10,178",FALSE
22055,LA,"Lafayette Parish, LA",7.1,"Lafayette, LA MSA",Louisiana,199202,33.02371597,874,75.61,58.77,17361.2,88.4625,97.5125,64.46,35%,63%,8.82%,35.2,-0.1734561262,-0.1731661445,1-3 hours,Not near mountains,"Lots of sun, medium rain","113,811",FALSE
22099,LA,"St. Martin Parish, LA",8.1,"Lafayette, LA MSA",Louisiana,129518,14.52030373,658,75.65,59.31,17493.03,88.445,97.44,65.3025,31%,67%,8.82%,37.7,-0.3255859445,-0.325213063,Within 1 hour,Not near mountains,"Lots of sun, medium rain","22,057",TRUE
22121,LA,"West Baton Rouge Parish, LA",7.2,"Baton Rouge, LA MSA",Louisiana,205812,21.98674011,884,75.99,59.26,17342.87,89.035,97.91,64.7325,44%,55%,8.82%,36.3,-0.2862066039,-0.285796088,1-3 hours,Not near mountains,"Lots of sun, medium rain","13,502",TRUE
28077,MS,"Lawrence County, MS",8.7,MS NONMETROPOLITAN AREA,Mississippi,98276,17.57894707,766,76.02,57.84,17223,88.1225,95.3975,61.555,34%,65%,8.99%,39.9,-0.2816059371,-0.2810905758,1-3 hours,Not near mountains,"Lots of sun, medium rain","4,683",FALSE
12131,FL,"Walton County, FL",5.9,FL NONMETROPOLITAN AREA,Florida,258251,28.53402138,979,76.03,60.20,17656.15,88.455,95.06,64.3475,24%,75%,6.97%,44,0.183810105,0.1836160331,Within 1 hour,Not near mountains,"Lots of sun, medium rain","31,957",FALSE
53033,WA,"King County, WA",7.5,"Seattle-Tacoma-Bellevue, WA MSA",Washington,683505,52.49322128,1606,76.03,72.94,14045.95,67.6425,84.7525,41.7025,75%,22%,8.34%,37,0.3178359406,0.3166831019,Within 1 hour,Less than 1 hour,Dark and rainy,"1,286,608",TRUE
22009,LA,"Avoyelles Parish, LA",8.0,LA NONMETROPOLITAN AREA,Louisiana,106766,12.27438164,663,76.20,57.57,17472.67,90.0175,98.21,63.5575,29%,70%,8.82%,38.2,-0.4951218733,-0.4942674798,1-3 hours,Not near mountains,"Lots of sun, medium rain","15,048",FALSE
28041,MS,"Greene County, MS",9.7,MS NONMETROPOLITAN AREA,Mississippi,80549,9.718252182,599,76.42,61.42,17391.15,88.4275,95.9825,62.97,17%,82%,8.99%,40.4,-0.324681336,-0.3241002092,1-3 hours,Not near mountains,"Lots of sun, medium rain","4,337",FALSE
12091,FL,"Okaloosa County, FL",5.5,"Fort Walton Beach-Crestview-Destin, FL MSA",Florida,261127,31.11123848,1127,76.57,60.75,17665.04,87.9775,94.835,63.955,29%,69%,6.97%,36.9,0.3056345603,0.3051874955,Within 1 hour,Not near mountains,"Lots of sun, medium rain","96,010",FALSE
22037,LA,"East Feliciana Parish, LA",6.7,"Baton Rouge, LA MSA",Louisiana,143348,12.71732998,647,77.24,61.72,17279.06,88.48,96.395,63.3825,41%,58%,8.82%,42.9,-0.5316126689,-0.5306183589,1-3 hours,Not near mountains,"Lots of sun, medium rain","7,762",FALSE
22097,LA,"St. Landry Parish, LA",8.7,LA NONMETROPOLITAN AREA,Louisiana,115475,14.75169086,652,77.62,58.92,17431.61,89.1325,97.9475,64.1575,42%,56%,8.82%,36.7,-0.4100602273,-0.4095386952,1-3 hours,Not near mountains,"Lots of sun, medium rain","32,418",FALSE
22077,LA,"Pointe Coupee Parish, LA",7.8,"Baton Rouge, LA MSA",Louisiana,146744,14.91547489,833,77.63,59.17,17396.47,89.255,97.9975,64.3625,38%,61%,8.82%,43.1,-0.5356074292,-0.5347391178,1-3 hours,Not near mountains,"Lots of sun, medium rain","9,638",FALSE
22033,LA,"East Baton Rouge Parish, LA",7.8,"Baton Rouge, LA MSA",Louisiana,215280,34.93144608,933,77.89,60.38,17312.93,88.8175,97.415,64.47,56%,42%,8.82%,34,-0.3297998158,-0.3294485115,1-3 hours,Not near mountains,"Lots of sun, medium rain","228,974",TRUE
13241,GA,"Rabun County, GA",5.3,GA NONMETROPOLITAN AREA,Georgia,185983,24.17487144,738,77.90,69.35,16714.61,78.0725,86.2525,49.0625,21%,78%,7.91%,49.2,0.05561118519,0.0556188397,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","7,215",FALSE
12113,FL,"Santa Rosa County, FL",5.2,"Pensacola-Ferry Pass-Brent, FL MSA",Florida,241726,27.74258041,1129,77.96,62.12,17671.46,87.1425,94.685,63.5725,26%,72%,6.97%,39.9,0.3343456743,0.3337963096,Within 1 hour,Not near mountains,"Lots of sun, medium rain","82,647",FALSE
28131,MS,"Stone County, MS",7.5,"Gulfport-Biloxi, MS MSA",Mississippi,121403,15.76770306,680,78.08,62.88,17274.13,88.02,95.615,63.8625,23%,76%,8.99%,38.7,-0.09889376446,-0.09912577358,Within 1 hour,Not near mountains,"Lots of sun, medium rain","7,012",FALSE
22125,LA,"West Feliciana Parish, LA",5.4,"Baton Rouge, LA MSA",Louisiana,236170,24.16060829,785,78.27,59.86,17331.61,89.1575,97.23,63.6525,37%,62%,8.82%,41.4,0.1069102694,0.1064917142,1-3 hours,Not near mountains,"Lots of sun, medium rain","5,276",FALSE
22047,LA,"Iberville Parish, LA",9.8,"Baton Rouge, LA MSA",Louisiana,147876,13.90058613,755,78.32,59.33,17401.37,88.7625,97.675,65.2825,51%,47%,8.82%,38.4,-0.3711460708,-0.3707764973,1-3 hours,Not near mountains,"Lots of sun, medium rain","13,975",TRUE
12033,FL,"Escambia County, FL",6.7,"Pensacola-Ferry Pass-Brent, FL MSA",Florida,189248,26.53399658,983,78.54,62.37,17640.27,86.5875,94.34,63.2625,42%,57%,6.97%,37.2,-0.1013290755,-0.1012454958,Within 1 hour,Not near mountains,"Lots of sun, medium rain","144,779",FALSE
28047,MS,"Harrison County, MS",9.5,"Gulfport-Biloxi, MS MSA",Mississippi,175324,23.06129456,895,78.81,62.62,17870.24,87.4825,95.6125,64.1125,37%,62%,8.99%,36.2,0.0467048768,0.04651260192,Within 1 hour,Not near mountains,"Lots of sun, medium rain","87,410",FALSE
22079,LA,"Rapides Parish, LA",6.2,"Alexandria, LA MSA",Louisiana,151523,20.89699936,821,79.03,57.21,17327.9,89.67,97.6825,63.0275,33%,65%,8.82%,37.4,-0.2852692197,-0.2849274582,1-3 hours,Not near mountains,"Lots of sun, medium rain","55,157",FALSE
53057,WA,"Skagit County, WA",9.8,"Mount Vernon-Anacortes, WA MSA",Washington,384776,26.24495506,1102,79.15,76.48,13710.51,62.6375,83.705,39.0175,52%,45%,8.34%,41.5,-0.05160013845,-0.05129836094,Within 1 hour,Less than 1 hour,Dark and rainy,"62,498",TRUE
28153,MS,"Wayne County, MS",8.7,MS NONMETROPOLITAN AREA,Mississippi,88946,15.2533493,557,79.18,59.13,17448.46,88.2325,95.5,61.5775,36%,63%,8.99%,40.2,-0.3970698566,-0.3965112872,1-3 hours,Not near mountains,"Lots of sun, medium rain","7,494",FALSE
28085,MS,"Lincoln County, MS",7.3,MS NONMETROPOLITAN AREA,Mississippi,103148,16.15427589,713,79.69,58.51,17186.76,87.8425,94.7875,61.395,30%,69%,8.99%,38.9,-0.2632127579,-0.2629729619,1-3 hours,Not near mountains,"Lots of sun, medium rain","14,553",FALSE
22043,LA,"Grant Parish, LA",6.5,"Alexandria, LA MSA",Louisiana,106437,8.475529671,714,79.90,55.78,17254.38,90.12,97.7175,62.5425,12%,86%,8.82%,38.1,-0.2585541426,-0.258168138,1-3 hours,Not near mountains,"Lots of sun, medium rain","8,168",FALSE
22115,LA,"Vernon Parish, LA",7.1,LA NONMETROPOLITAN AREA,Louisiana,122238,17.54275513,951,80.10,55.75,17303.75,89.24,96.8425,62.815,17%,82%,8.82%,30.4,0.0490444375,0.04880572661,1-3 hours,Not near mountains,"Lots of sun, medium rain","15,795",FALSE
22091,LA,"St. Helena Parish, LA",11.5,"Baton Rouge, LA MSA",Louisiana,103009,16.67341232,656,80.45,63.03,17292.57,88.34,96.3675,63.67,54%,44%,8.82%,39.4,-1.101397651,-1.097942672,1-3 hours,Not near mountains,"Lots of sun, medium rain","4,299",TRUE
28157,MS,"Wilkinson County, MS",13.4,MS NONMETROPOLITAN AREA,Mississippi,72878,13.69181347,561,80.51,59.22,17294.09,89.325,96.7325,62.58,67%,32%,8.99%,37.8,-0.6761472863,-0.6746852166,1-3 hours,Not near mountains,"Lots of sun, medium rain","2,777",FALSE
28001,MS,"Adams County, MS",11.0,MS NONMETROPOLITAN AREA,Mississippi,95477,17.44316483,600,80.60,56.59,17265.05,89.7175,96.8675,62.11,58%,41%,8.99%,41.4,-0.6664656153,-0.6650898797,1-3 hours,Not near mountains,"Lots of sun, medium rain","10,609",FALSE
22057,LA,"Lafourche Parish, LA",6.5,"Houma-Bayou Cane-Thibodaux, LA MSA",Louisiana,164720,16.9102726,793,80.83,61.90,18146.34,87.485,96.1975,66.6725,19%,79%,8.82%,37.8,-0.1963760493,-0.1962773242,Within 1 hour,Not near mountains,"Lots of sun, medium rain","41,475",TRUE
22093,LA,"St. James Parish, LA",9.7,LA NONMETROPOLITAN AREA,Louisiana,162403,16.33978081,644,80.96,61.06,17384.8,88.48,97.38,66.04,52%,47%,8.82%,39.2,-0.2154568027,-0.2152763655,Within 1 hour,Not near mountains,"Lots of sun, medium rain","9,058",TRUE
28147,MS,"Walthall County, MS",8.4,MS NONMETROPOLITAN AREA,Mississippi,99312,14.39612484,588,81.62,61.23,17324.92,87.7425,94.9625,62.2775,40%,59%,8.99%,39.8,-0.6462929762,-0.6451813837,1-3 hours,Not near mountains,"Lots of sun, medium rain","4,997",FALSE
28037,MS,"Franklin County, MS",8.3,MS NONMETROPOLITAN AREA,Mississippi,79409,12.01433468,507,82.00,58.54,17211.22,88.3275,95.5025,61.745,33%,66%,8.99%,42.5,-0.3377365656,-0.3373525794,1-3 hours,Not near mountains,"Lots of sun, medium rain","2,770",FALSE
28005,MS,"Amite County, MS",8.4,MS NONMETROPOLITAN AREA,Mississippi,86665,12.56370449,661,82.13,61.34,17247.19,88.0675,95.3475,62.3225,36%,63%,8.99%,47.1,-0.7515795627,-0.7503908691,1-3 hours,Not near mountains,"Lots of sun, medium rain","4,460",FALSE
28113,MS,"Pike County, MS",8.9,MS NONMETROPOLITAN AREA,Mississippi,99001,16.61427307,717,82.32,61.35,17243.64,87.7925,95.1375,62.4175,50%,49%,8.99%,37.2,-0.4512920811,-0.4506290946,1-3 hours,Not near mountains,"Lots of sun, medium rain","14,674",FALSE
28109,MS,"Pearl River County, MS",7.3,MS NONMETROPOLITAN AREA,Mississippi,143267,16.65122414,765,82.49,61.81,17309.46,88.1875,95.8175,63.72,17%,82%,8.99%,40.9,-0.2113293364,-0.2111823996,Within 1 hour,Not near mountains,"Lots of sun, medium rain","23,200",FALSE
22105,LA,"Tangipahoa Parish, LA",9.5,LA NONMETROPOLITAN AREA,Louisiana,184227,19.95715904,832,82.61,62.73,17646.24,88.505,96.73,64.565,33%,66%,8.82%,35.3,-0.4891887864,-0.4884686998,Within 1 hour,Not near mountains,"Lots of sun, medium rain","56,389",TRUE
22117,LA,"Washington Parish, LA",8.2,LA NONMETROPOLITAN AREA,Louisiana,103487,11.57994938,655,82.65,62.27,17378.64,88.2075,96.04,63.585,31%,68%,8.82%,39.4,-0.4652189091,-0.4645565502,1-3 hours,Not near mountains,"Lots of sun, medium rain","16,660",TRUE
41007,OR,"Clatsop County, OR",9.6,OR NONMETROPOLITAN AREA,Oregon,307063,24.38630295,927,82.65,89.11,14063.95,66.3575,84.63,47.73,54%,43%,8.29%,44.2,-0.164168835,-0.1641891899,Within 1 hour,Less than 1 hour,Dark and rainy,"19,084",TRUE
37175,NC,"Transylvania County, NC",6.1,NC NONMETROPOLITAN AREA,North Carolina,235924,32.64032364,756,82.74,69.98,16558.63,75.59,85.205,47.1125,41%,57%,8.07%,51.1,0.2227761873,0.2221580482,Not near the coast,Less than 1 hour,"Medium Sun, medium rain","14,146",FALSE
